state,year,support,fte,cpi_u_rs,cpi_u_rs_2019
Alabama,2019,1657194944,203627,376.5,376.5
Alaska,2019,352348888,16721.16,376.5,376.5
Arizona,2019,905479000,292856,376.5,376.5
Arkansas,2019,996492009,112722,376.5,376.5
California,2019,15792285000,1555997,376.5,376.5
Colorado,2019,993825292,183745,376.5,376.5
Connecticut,2019,1131758139,83793,376.5,376.5
Delaware,2019,237443800,36410,376.5,376.5
Florida,2019,5347532462,603916,376.5,376.5
Georgia,2019,3635834759,355223,376.5,376.5
Hawaii,2019,778347851,35254,376.5,376.5
Idaho,2019,502954900,54421,376.5,376.5
Illinois,2019,4255406543,310561,376.5,376.5
Indiana,2019,1779141830,246300.67,376.5,376.5
Iowa,2019,815518230,123666,376.5,376.5
Kansas,2019,806027217,132253,376.5,376.5
Kentucky,2019,1144995600,142002,376.5,376.5
Louisiana,2019,1177144207,163931.95,376.5,376.5
Maine,2019,307978505,33947,376.5,376.5
Maryland,2019,2068342484,229239,376.5,376.5
Massachusetts,2019,1606272299,160327,376.5,376.5
Michigan,2019,1954421700,366298,376.5,376.5
Minnesota,2019,1630558000,184359,376.5,376.5
Mississippi,2019,904710576,129499,376.5,376.5
Missouri,2019,998983910,182499.2,376.5,376.5
Montana,2019,244579818,36371,376.5,376.5
Nebraska,2019,762533014,75941,376.5,376.5
Nevada,2019,655333247,71016,376.5,376.5
New Hampshire,2019,128543198,36353,376.5,376.5
New Jersey,2019,2155024000,262246,376.5,376.5
New Mexico,2019,868610800,79980,376.5,376.5
New York,2019,6143887569,537113,376.5,376.5
North Carolina,2019,4317673723,393922,376.5,376.5
North Dakota,2019,358491256,33683,376.5,376.5
Ohio,2019,2299505863,390905,376.5,376.5
Oklahoma,2019,831716742,128845,376.5,376.5
Oregon,2019,884053435,137942,376.5,376.5
Pennsylvania,2019,1756295000,346265,376.5,376.5
Rhode Island,2019,208435318,30204,376.5,376.5
South Carolina,2019,1174842762,162050,376.5,376.5
South Dakota,2019,238879017,32815.55,376.5,376.5
Tennessee,2019,1924836726,185912.35,376.5,376.5
Texas,2019,7577802811,1066707,376.5,376.5
Utah,2019,1113971200,128130,376.5,376.5
Vermont,2019,96188297,20458,376.5,376.5
Virginia,2019,2120468204,304997,376.5,376.5
Washington,2019,2037367000,235292,376.5,376.5
West Virginia,2019,491888995,66577,376.5,376.5
Wisconsin,2019,1573280133,209403,376.5,376.5
Wyoming,2019,384799235,22194.1,376.5,376.5
U.S.,2019,92130005508,10934889.98,376.5,376.5
District of Columbia,2019,87353491,3518,376.5,376.5
Alabama,2018,1599326154,202506,369.8,376.5
Alaska,2018,343870898,17555.26,369.8,376.5
Arizona,2018,875132900,290816,369.8,376.5
Arkansas,2018,982187681,114664,369.8,376.5
California,2018,14432398000,1553164,369.8,376.5
Colorado,2018,894743710,183875,369.8,376.5
Connecticut,2018,1097667519,86008,369.8,376.5
Delaware,2018,237069500,36073,369.8,376.5
Florida,2018,5037744202,602675,369.8,376.5
Georgia,2018,3443626402,350448,369.8,376.5
Hawaii,2018,716718368,36030,369.8,376.5
Idaho,2018,478997900,53570,369.8,376.5
Illinois,2018,4141275358,319582,369.8,376.5
Indiana,2018,1773727687,247677.78,369.8,376.5
Iowa,2018,804642010,125333,369.8,376.5
Kansas,2018,772091220,133815,369.8,376.5
Kentucky,2018,1173159100,144747,369.8,376.5
Louisiana,2018,1159690661,161670.45,369.8,376.5
Maine,2018,303051904,33945,369.8,376.5
Maryland,2018,1991588780,231761,369.8,376.5
Massachusetts,2018,1564337918,163673,369.8,376.5
Michigan,2018,1917024500,372073,369.8,376.5
Minnesota,2018,1653249000,187705,369.8,376.5
Mississippi,2018,900155014,130279,369.8,376.5
Missouri,2018,988536584,186862,369.8,376.5
Montana,2018,241493606,37371,369.8,376.5
Nebraska,2018,745710158,76792,369.8,376.5
Nevada,2018,622021005,70437,369.8,376.5
New Hampshire,2018,127935617,37643,369.8,376.5
New Jersey,2018,2065933000,264441,369.8,376.5
New Mexico,2018,836246000,83746.5,369.8,376.5
New York,2018,5931007406,546831,369.8,376.5
North Carolina,2018,4086567077,392138,369.8,376.5
North Dakota,2018,358491256,34969,369.8,376.5
Ohio,2018,2300904761,387109,369.8,376.5
Oklahoma,2018,824226487,131083,369.8,376.5
Oregon,2018,839939382,140410,369.8,376.5
Pennsylvania,2018,1713363000,344494,369.8,376.5
Rhode Island,2018,199553587,30316,369.8,376.5
South Carolina,2018,1097979545,164401.92,369.8,376.5
South Dakota,2018,234058232,32898.8,369.8,376.5
Tennessee,2018,1844857699,184975.57,369.8,376.5
Texas,2018,7493114733,1052885,369.8,376.5
Utah,2018,1029936100,125550,369.8,376.5
Vermont,2018,95533067,20583,369.8,376.5
Virginia,2018,2013572522,303300,369.8,376.5
Washington,2018,1906810000,237289,369.8,376.5
West Virginia,2018,470910031,68746,369.8,376.5
Wisconsin,2018,1509157200,211610,369.8,376.5
Wyoming,2018,373759707,22699,369.8,376.5
U.S.,2018,88245094148,10969226.28,369.8,376.5
District of Columbia,2018,78180000,3568,369.8,376.5
Alabama,2017,1567347574,198619,361,376.5
Alaska,2017,352480708,18492.23,361,376.5
Arizona,2017,860387400,286335,361,376.5
Arkansas,2017,974615738,114976,361,376.5
California,2017,13562573000,1536241,361,376.5
Colorado,2017,869271013,182212,361,376.5
Connecticut,2017,1152055154,90404,361,376.5
Delaware,2017,234722700,35554,361,376.5
Florida,2017,4537335069,597293,361,376.5
Georgia,2017,3210406736,347479,361,376.5
Hawaii,2017,667478019,36827,361,376.5
Idaho,2017,460323000,53116,361,376.5
Illinois,2017,4546523441,330668,361,376.5
Indiana,2017,1745379182,248664,361,376.5
Iowa,2017,829402839,126555,361,376.5
Kansas,2017,769175109,134716,361,376.5
Kentucky,2017,1170767200,147167,361,376.5
Louisiana,2017,1083387063,160056.83,361,376.5
Maine,2017,301740529,34287,361,376.5
Maryland,2017,1963481407,232963,361,376.5
Massachusetts,2017,1544319564,165736,361,376.5
Michigan,2017,1877039600,378402,361,376.5
Minnesota,2017,1543313000,189951,361,376.5
Mississippi,2017,1013678408,130623,361,376.5
Missouri,2017,1011797327,195255,361,376.5
Montana,2017,249254902,38076,361,376.5
Nebraska,2017,753553849,76899,361,376.5
Nevada,2017,570958220,69104,361,376.5
New Hampshire,2017,125200059,38156,361,376.5
New Jersey,2017,2083569000,266194,361,376.5
New Mexico,2017,854808000,89020,361,376.5
New York,2017,5735095034,549948,361,376.5
North Carolina,2017,3982126724,389604,361,376.5
North Dakota,2017,419650340,35743,361,376.5
Ohio,2017,2303647976,390840,361,376.5
Oklahoma,2017,863204515,133682,361,376.5
Oregon,2017,816722620,144148,361,376.5
Pennsylvania,2017,1693108000,348672,361,376.5
Rhode Island,2017,188739813,30246,361,376.5
South Carolina,2017,1094964380,167414.21,361,376.5
South Dakota,2017,238612300,32294.9,361,376.5
Tennessee,2017,1732289377,185512.91,361,376.5
Texas,2017,7614429799,1034453,361,376.5
Utah,2017,978663600,123075,361,376.5
Vermont,2017,93158125,20662,361,376.5
Virginia,2017,2051845077,305307,361,376.5
Washington,2017,1878116000,239481,361,376.5
West Virginia,2017,484109151,69938.5,361,376.5
Wisconsin,2017,1473947300,213143,361,376.5
Wyoming,2017,382164128,23300,361,376.5
U.S.,2017,86510939069,10987505.58,361,376.5
District of Columbia,2017,76680000,3239,361,376.5
Alabama,2016,1495279091,195536,353.4,376.5
Alaska,2016,377066698,19268.9,353.4,376.5
Arizona,2016,822244800,279239,353.4,376.5
Arkansas,2016,989276907,117110,353.4,376.5
California,2016,13142680906,1530131,353.4,376.5
Colorado,2016,866407921,180264,353.4,376.5
Connecticut,2016,1218285527,85705,353.4,376.5
Delaware,2016,230005700,36472,353.4,376.5
Florida,2016,4367744693,598660,353.4,376.5
Georgia,2016,3044261694,345645,353.4,376.5
Hawaii,2016,603948055,38414,353.4,376.5
Idaho,2016,419045700,52744,353.4,376.5
Illinois,2016,3350027230,342422,353.4,376.5
Indiana,2016,1739630019,249925.48,353.4,376.5
Iowa,2016,849068059,126165,353.4,376.5
Kansas,2016,766842487,135366,353.4,376.5
Kentucky,2016,1177003850,149314,353.4,376.5
Louisiana,2016,1179534783,167896.09,353.4,376.5
Maine,2016,285491133,34604,353.4,376.5
Maryland,2016,1868491878,234124,353.4,376.5
Massachusetts,2016,1493700338,169189,353.4,376.5
Michigan,2016,1825523600,380128,353.4,376.5
Minnesota,2016,1532825000,193197,353.4,376.5
Mississippi,2016,1038807427,128728,353.4,376.5
Missouri,2016,1035360643,192781,353.4,376.5
Montana,2016,259866199,37954,353.4,376.5
Nebraska,2016,747592380,76442,353.4,376.5
Nevada,2016,538609215,68959,353.4,376.5
New Hampshire,2016,123921071,36640,353.4,376.5
New Jersey,2016,2068260000,268296,353.4,376.5
New Mexico,2016,911915500,93379,353.4,376.5
New York,2016,5602512841,556098,353.4,376.5
North Carolina,2016,3829383471,388322,353.4,376.5
North Dakota,2016,405723652,36165,353.4,376.5
Ohio,2016,2226256398,388777,353.4,376.5
Oklahoma,2016,927345547,134960,353.4,376.5
Oregon,2016,775829437,144148,353.4,376.5
Pennsylvania,2016,1647532000,350435,353.4,376.5
Rhode Island,2016,179842845,30757,353.4,376.5
South Carolina,2016,1026089319,171202.4,353.4,376.5
South Dakota,2016,218328634,33674.5,353.4,376.5
Tennessee,2016,1639925353,185543.04,353.4,376.5
Texas,2016,7435341813,1020366,353.4,376.5
Utah,2016,933251500,122066,353.4,376.5
Vermont,2016,91722391,20447,353.4,376.5
Virginia,2016,1861817203,310368,353.4,376.5
Washington,2016,1770882000,240788,353.4,376.5
West Virginia,2016,486264899,71026,353.4,376.5
Wisconsin,2016,1471162500,217856,353.4,376.5
Wyoming,2016,419149337,23811.9,353.4,376.5
U.S.,2016,83317079644,11011509.31,353.4,376.5
District of Columbia,2016,71942472,4041,353.4,376.5
Alabama,2015,1468403494,193411,348.9,376.5
Alaska,2015,400282627,19933.5,348.9,376.5
Arizona,2015,937489700,274454,348.9,376.5
Arkansas,2015,991233464,118408,348.9,376.5
California,2015,12282188862,1539822,348.9,376.5
Colorado,2015,778730431,181867,348.9,376.5
Connecticut,2015,1121039850,87403,348.9,376.5
Delaware,2015,226594100,36742,348.9,376.5
Florida,2015,4219826590,601198,348.9,376.5
Georgia,2015,2903195634,344325,348.9,376.5
Hawaii,2015,573459205,39444,348.9,376.5
Idaho,2015,401454400,54102,348.9,376.5
Illinois,2015,4385575551,351917,348.9,376.5
Indiana,2015,1648510778,252802.16,348.9,376.5
Iowa,2015,847741404,124883,348.9,376.5
Kansas,2015,803124160,137035,348.9,376.5
Kentucky,2015,1175369768,152317,348.9,376.5
Louisiana,2015,1120321587,165329,348.9,376.5
Maine,2015,272341674,35445,348.9,376.5
Maryland,2015,1791980404,233207.53,348.9,376.5
Massachusetts,2015,1462827301,170703,348.9,376.5
Michigan,2015,1784194800,390047,348.9,376.5
Minnesota,2015,1445822000,198328,348.9,376.5
Mississippi,2015,1009235634,129478,348.9,376.5
Missouri,2015,1031361067,186936,348.9,376.5
Montana,2015,239403026,38732,348.9,376.5
Nebraska,2015,717028058,78469,348.9,376.5
Nevada,2015,487293554,66924,348.9,376.5
New Hampshire,2015,123155000,38398,348.9,376.5
New Jersey,2015,1990469000,270053,348.9,376.5
New Mexico,2015,902205600,96110,348.9,376.5
New York,2015,5529283919,566235,348.9,376.5
North Carolina,2015,3667947179,391990,348.9,376.5
North Dakota,2015,409693640,36801,348.9,376.5
Ohio,2015,2133970812,393845,348.9,376.5
Oklahoma,2015,1054794860,136311,348.9,376.5
Oregon,2015,670692530,149100,348.9,376.5
Pennsylvania,2015,1658992000,354891,348.9,376.5
Rhode Island,2015,172470788,31547,348.9,376.5
South Carolina,2015,970219549,174642.98,348.9,376.5
South Dakota,2015,217442912,33937.6,348.9,376.5
Tennessee,2015,1579203336,185315.69,348.9,376.5
Texas,2015,6849320087,1010334,348.9,376.5
Utah,2015,887761300,120352,348.9,376.5
Vermont,2015,91247843,20639,348.9,376.5
Virginia,2015,1809791006,314066,348.9,376.5
Washington,2015,1580750000,242221,348.9,376.5
West Virginia,2015,509752932,72765,348.9,376.5
Wisconsin,2015,1601240683,219490,348.9,376.5
Wyoming,2015,376989173,24041.3,348.9,376.5
U.S.,2015,81313423272,11086747.76,348.9,376.5
District of Columbia,2015,73457573,3723,348.9,376.5
Alabama,2014,1444764352,194439,348.3,376.5
Alaska,2014,399052668,20483.94,348.3,376.5
Arizona,2014,897579300,270127,348.3,376.5
Arkansas,2014,1001496233,121365,348.3,376.5
California,2014,10765415955,1517902,348.3,376.5
Colorado,2014,677086916,184836,348.3,376.5
Connecticut,2014,1026156341,88681,348.3,376.5
Delaware,2014,227606200,35657,348.3,376.5
Florida,2014,3925291450,608226,348.3,376.5
Georgia,2014,2790040144,347733,348.3,376.5
Hawaii,2014,530388306,40436,348.3,376.5
Idaho,2014,374642100,56177,348.3,376.5
Illinois,2014,4306995896,362508,348.3,376.5
Indiana,2014,1663061249,253336.69,348.3,376.5
Iowa,2014,823333019,127407,348.3,376.5
Kansas,2014,771121325,138310,348.3,376.5
Kentucky,2014,1194587857,154782,348.3,376.5
Louisiana,2014,1125250832,168001.19,348.3,376.5
Maine,2014,271864121,36577,348.3,376.5
Maryland,2014,1721006820,232934.64,348.3,376.5
Massachusetts,2014,1342072529,172573.9,348.3,376.5
Michigan,2014,1669524700,400859,348.3,376.5
Minnesota,2014,1394503000,203523,348.3,376.5
Mississippi,2014,973846876,130436,348.3,376.5
Missouri,2014,954236519,196831,348.3,376.5
Montana,2014,227006121,39484,348.3,376.5
Nebraska,2014,688183035,79704,348.3,376.5
Nevada,2014,485640591,64497,348.3,376.5
New Hampshire,2014,109000000,36988,348.3,376.5
New Jersey,2014,1990469000,274341,348.3,376.5
New Mexico,2014,856215012,98630,348.3,376.5
New York,2014,5306812959,565719,348.3,376.5
North Carolina,2014,3617627709,402199,348.3,376.5
North Dakota,2014,409693640,36927,348.3,376.5
Ohio,2014,2104931061,401856,348.3,376.5
Oklahoma,2014,1053566920,145401,348.3,376.5
Oregon,2014,631121950,155418,348.3,376.5
Pennsylvania,2014,1644692000,358693,348.3,376.5
Rhode Island,2014,167567862,31506,348.3,376.5
South Carolina,2014,909110205,174816.45,348.3,376.5
South Dakota,2014,207837626,33658.9,348.3,376.5
Tennessee,2014,1587786604,190485.4,348.3,376.5
Texas,2014,6948653093,1010936,348.3,376.5
Utah,2014,798346200,119692,348.3,376.5
Vermont,2014,92686200,20903,348.3,376.5
Virginia,2014,1780468378,318166,348.3,376.5
Washington,2014,1570807000,245011,348.3,376.5
West Virginia,2014,516276320,76202,348.3,376.5
Wisconsin,2014,1114018800,223777,348.3,376.5
Wyoming,2014,352669707,24986,348.3,376.5
U.S.,2014,77442112701,11194139.11,348.3,376.5
District of Columbia,2014,66690620,3894.6,348.3,376.5
Alabama,2013,1406898493,197110,342.5,376.5
