state,year,support,fte,cpi_u_rs,cpi_u_rs_2019_adj,real_support_fte
Michigan,2004,1984292700,368600,277.5,1.3567567567567567,7303.859273217873
Minnesota,2004,1286064000,189848,277.5,1.3567567567567567,9190.91073712455
Mississippi,2004,766999520,115613,277.5,1.3567567567567567,9000.992805213851
Missouri,2004,905182688,167742,277.5,1.3567567567567567,7321.438447396855
Montana,2004,150576424,35785,277.5,1.3567567567567567,5708.97249323097
Nebraska,2004,509188758,71310,277.5,1.3567567567567567,9687.91597084674
Nevada,2004,479847698,57219,277.5,1.3567567567567567,11377.979455699602
New Hampshire,2004,112446000,30495,277.5,1.3567567567567567,5002.848672578136
New Jersey,2004,1740829000,201756,277.5,1.3567567567567567,11706.623387200916
New Mexico,2004,710466500,79634,277.5,1.3567567567567567,12104.505918631794
New York,2004,3312893800,489692,277.5,1.3567567567567567,9178.812493501153
North Carolina,2004,2474773000,315159,277.5,1.3567567567567567,10653.876263058295
North Dakota,2004,200430000,35322,277.5,1.3567567567567567,7698.736106583906
Ohio,2004,2071649135,360835,277.5,1.3567567567567567,7789.499249076559
Oklahoma,2004,765570476,133393,277.5,1.3567567567567567,7786.712316886842
Oregon,2004,588544493,126970.09,277.5,1.3567567567567567,6288.97496670066
Pennsylvania,2004,1946617000,322665,277.5,1.3567567567567567,8185.225443006113
Rhode Island,2004,183664198,27815,277.5,1.3567567567567567,8958.750372490053
South Carolina,2004,925611695,143071.08,277.5,1.3567567567567567,8777.664370216009
South Dakota,2004,153592900,28154,277.5,1.3567567567567567,7401.726392870102
Tennessee,2004,1089739600,169612.58,277.5,1.3567567567567567,8716.992368168714
Texas,2004,5190201119,799142,277.5,1.3567567567567567,8811.7511495200215
Utah,2004,614439000,108636,277.5,1.3567567567567567,7673.738584491925
Vermont,2004,77222258,17429,277.5,1.3567567567567567,6011.35006675733
Virginia,2004,1346281000,257534,277.5,1.3567567567567567,7092.561926748481
Washington,2004,1360709000,220041,277.5,1.3567567567567567,8390.032447269961
West Virginia,2004,405472640,69466,277.5,1.3567567567567567,7919.381337632799
Wisconsin,2004,1124646475,212880,277.5,1.3567567567567567,7167.755091689773
Wyoming,2004,200615570,22225,277.5,1.3567567567567567,12246.862996990241
U.S.,2004,62390801998,9685810.56,277.5,1.3567567567567567,8739.500080647815
Alabama,2003,1162194091,180654,270.2,1.3934122871946706,8964.18305990701
Alaska,2003,212658887,17974.33,270.2,1.3934122871946706,16485.81650203056
Arizona,2003,915348696,205553,270.2,1.3934122871946706,6205.008538304083
Arkansas,2003,616911000,92508,270.2,1.3934122871946706,9292.292207220473
California,2003,9479429000,1413927,270.2,1.3934122871946706,9341.891656492513
Colorado,2003,602438921,156258,270.2,1.3934122871946706,5372.178031241277
Connecticut,2003,754342243,68062,270.2,1.3934122871946706,15443.415564429315
Delaware,2003,182065000,31028,270.2,1.3934122871946706,8176.21529161073
Florida,2003,3235350981,476654,270.2,1.3934122871946706,9457.967016562812
Georgia,2003,2320306567,283391,270.2,1.3934122871946706,11408.77332207545
Hawaii,2003,369649000,34420,270.2,1.3934122871946706,14964.365443033781
Idaho,2003,336641700,43104,270.2,1.3934122871946706,10882.532506544687
Illinois,2003,2716756400,348182,270.2,1.3934122871946706,10872.36488122522
Indiana,2003,1315842145,213728.36,270.2,1.3934122871946706,8578.695933715075
Iowa,2003,769854449,115060,270.2,1.3934122871946706,9323.17615668419
Kansas,2003,679829546,109045,270.2,1.3934122871946706,8687.081870735701
Kentucky,2003,1068765000,141005,270.2,1.3934122871946706,10561.54237880651
Louisiana,2003,1196304128,177275,270.2,1.3934122871946706,9403.158207174762
Maine,2003,234088660,32736,270.2,1.3934122871946706,9964.015613909323
Maryland,2003,1216838045,168261,270.2,1.3934122871946706,10076.946431014563
Massachusetts,2003,1031934445,137045,270.2,1.3934122871946706,10492.248058976344
Michigan,2003,2151247000,352290,270.2,1.3934122871946706,8508.825123025557
Minnesota,2003,1323393000,185452,270.2,1.3934122871946706,9943.446643807652
Mississippi,2003,735733000,111650,270.2,1.3934122871946706,9182.081525253887
Missouri,2003,890581375,166014,270.2,1.3934122871946706,7474.9541043027975
Montana,2003,146034002,34975,270.2,1.3934122871946706,5818.02924188738
Nebraska,2003,533314436,68672,270.2,1.3934122871946706,10821.395737137345
Nevada,2003,356852563,54037,270.2,1.3934122871946706,9201.89399857709
New Hampshire,2003,106872000,28068,270.2,1.3934122871946706,5305.570683948583
New Jersey,2003,1718784000,194846,270.2,1.3934122871946706,12291.6290025641
New Mexico,2003,649027000,75847,270.2,1.3934122871946706,11923.50648702118
New York,2003,3495059500,483616,270.2,1.3934122871946706,10070.094562165978
North Carolina,2003,2449659000,302159,270.2,1.3934122871946706,11296.65159746031
North Dakota,2003,203801000,34667,270.2,1.3934122871946706,8191.617894324892
Ohio,2003,2064474127,352538,270.2,1.3934122871946706,8159.868199051708
Oklahoma,2003,838136140,128005,270.2,1.3934122871946706,9123.621700854752
Oregon,2003,635486463,125808.2,270.2,1.3934122871946706,7038.449368881213
Pennsylvania,2003,1998020000,315591,270.2,1.3934122871946706,8821.752261822092
Rhode Island,2003,175992129,26887,270.2,1.3934122871946706,9120.749618706048
South Carolina,2003,1051554033,137266.96,270.2,1.3934122871946706,10674.442780923466
South Dakota,2003,149665555,28232,270.2,1.3934122871946706,7386.859709082239
Tennessee,2003,1106888100,167634.39,270.2,1.3934122871946706,9200.6865601358
Texas,2003,4988201973,766342,270.2,1.3934122871946706,9069.86948410357
Utah,2003,614007000,108386,270.2,1.3934122871946706,7893.684592323161
Vermont,2003,75125186,16843,270.2,1.3934122871946706,6215.066036346556
Virginia,2003,1427177000,254694,270.2,1.3934122871946706,7807.981215896834
Washington,2003,1375255000,220677,270.2,1.3934122871946706,8683.719712638413
West Virginia,2003,434393834,67374,270.2,1.3934122871946706,8984.02508055336
Wisconsin,2003,1211788000,209599,270.2,1.3934122871946706,8055.955842704667
Wyoming,2003,193065410,21774,270.2,1.3934122871946706,12355.089304963572
U.S.,2003,63517136730,9485815.24,270.2,1.3934122871946706,9330.305991391619
Alabama,2002,1115999450,173687,264.2,1.4250567751703256,9156.485962155239
Alaska,2002,202852867,16706.09,264.2,1.4250567751703256,17303.68102177559
Arizona,2002,937587200,192181,264.2,1.4250567751703256,6952.378183446725
Arkansas,2002,635740600,92722,264.2,1.4250567751703256,9770.782007299755
California,2002,9598075000,1309404,264.2,1.4250567751703256,10445.822532497932
Colorado,2002,729515743,147724,264.2,1.4250567751703256,7037.457367493191
Connecticut,2002,753334534,64183,264.2,1.4250567751703256,16726.305745235964
Delaware,2002,185400000,26775,264.2,1.4250567751703256,9867.620023028137
Florida,2002,3061544636,442010,264.2,1.4250567751703256,9870.534435913596
Georgia,2002,2307745233,259566,264.2,1.4250567751703256,12669.871938750344
Hawaii,2002,349231000,33063,264.2,1.4250567751703256,15052.294185328252
Idaho,2002,362302500,41593,264.2,1.4250567751703256,12413.185687162428
Illinois,2002,2904184000,335188,264.2,1.4250567751703256,12347.181538543316
Indiana,2002,1198057683,204001.54,264.2,1.4250567751703256,8369.055538521974
Iowa,2002,786639971,110834,264.2,1.4250567751703256,10114.28460845353
Kansas,2002,712131059,104341,264.2,1.4250567751703256,9726.06348834273
Kentucky,2002,1084606000,131313,264.2,1.4250567751703256,11770.541596722229
Louisiana,2002,1140954119,172092,264.2,1.4250567751703256,9447.995243471167
Maine,2002,236611726,30560,264.2,1.4250567751703256,11033.545262468739
Maryland,2002,1313666516,174136,264.2,1.4250567751703256,10750.501728190593
Massachusetts,2002,1069051324,123602,264.2,1.4250567751703256,12325.519265634915
Michigan,2002,2273500000,350261,264.2,1.4250567751703256,9249.863896779074
Minnesota,2002,1397800000,176545,264.2,1.4250567751703256,11282.92707430446
Mississippi,2002,733301000,107110,264.2,1.4250567751703256,9756.283804398981
Missouri,2002,877690838,163408,264.2,1.4250567751703256,7654.210780358494
Montana,2002,149837689,34333,264.2,1.4250567751703256,6219.2996209278
Nebraska,2002,512800000,67683,264.2,1.4250567751703256,10796.937403887874
Nevada,2002,347166181,49953,264.2,1.4250567751703256,9903.940070547465
New Hampshire,2002,103347000,27455,264.2,1.4250567751703256,5364.244856803046
New Jersey,2002,1751643000,188839,264.2,1.4250567751703256,13218.618637197162
New Mexico,2002,514547400,68579,264.2,1.4250567751703256,10692.183591424133
New York,2002,3360121500,466866,264.2,1.4250567751703256,10256.39885742478
North Carolina,2002,2442690000,288997,264.2,1.4250567751703256,12045.01061997461
North Dakota,2002,201497115,33249,264.2,1.4250567751703256,8636.194439171832
Ohio,2002,2075801500,353571,264.2,1.4250567751703256,8366.452541310584
Oklahoma,2002,824243012,128530,264.2,1.4250567751703256,9138.668704873538
Oregon,2002,638882440,120210.42,264.2,1.4250567751703256,7573.750675352013
Pennsylvania,2002,2011695000,293742,264.2,1.4250567751703256,9759.515456850802
Rhode Island,2002,180551055,26677,264.2,1.4250567751703256,9644.844030134576
South Carolina,2002,817379042,136299.69,264.2,1.4250567751703256,8545.958847627095
South Dakota,2002,143331961,22573,264.2,1.4250567751703256,9048.694551964687
Tennessee,2002,1071510500,160822,264.2,1.4250567751703256,9494.741376746608
Texas,2002,5295546843,704310,264.2,1.4250567751703256,10714.678063422325
Utah,2002,593641100,98654,264.2,1.4250567751703256,8575.144156086573
Vermont,2002,71128603,16379,264.2,1.4250567751703256,6188.552268975539
Virginia,2002,1681646000,246637,264.2,1.4250567751703256,9716.470058174877
Washington,2002,1349300000,213147,264.2,1.4250567751703256,9021.140840534094
West Virginia,2002,437204731,64799,264.2,1.4250567751703256,9614.987330793218
Wisconsin,2002,1194900000,204123,264.2,1.4250567751703256,8342.030739559099
Wyoming,2002,163429717,20874,264.2,1.4250567751703256,11157.2590531292
U.S.,2002,63901364388,9020307.74,264.2,1.4250567751703256,10095.339858520965
Alabama,2001,1088445747,165833,260.1,1.447520184544406,9500.806163815487
Alaska,2001,192093900,16078.69,260.1,1.447520184544406,17293.684844838393
Arizona,2001,898589000,185330,260.1,1.447520184544406,7018.430448980592
Arkansas,2001,618127000,87337,260.1,1.447520184544406,10244.813871691034
California,2001,9073738000,1277325,260.1,1.447520184544406,10282.754118386149
Colorado,2001,713595941,141492,260.1,1.447520184544406,7300.37407207799
Connecticut,2001,705795742,60976,260.1,1.447520184544406,16755.011524378377
Delaware,2001,184700000,28944,260.1,1.447520184544406,9237.043189792419
Florida,2001,3124964661,420957,260.1,1.447520184544406,10745.632981006296
Georgia,2001,2293670519,234998,260.1,1.447520184544406,14128.351615532656
Hawaii,2001,339025000,31810,260.1,1.447520184544406,15427.398005821036
Idaho,2001,323623500,39495,260.1,1.447520184544406,11861.034268715193
Illinois,2001,2719733400,323876,260.1,1.447520184544406,12155.482323727552
Indiana,2001,1283197000,193129.82,260.1,1.447520184544406,9617.642465813036
Iowa,2001,851184070,105545,260.1,1.447520184544406,11673.751689683628
Kansas,2001,683084000,100476,260.1,1.447520184544406,9840.935922402674
Kentucky,2001,1001625000,119500,260.1,1.447520184544406,12132.823471500338
Louisiana,2001,1007996023,168121,260.1,1.447520184544406,8678.83601235412
Maine,2001,226587350,29287,260.1,1.447520184544406,11199.158762844534
Maryland,2001,1293800966,175085,260.1,1.447520184544406,10696.536042882319
Massachusetts,2001,1131804500,119717,260.1,1.447520184544406,13684.855607041514
Michigan,2001,2231600000,333584,260.1,1.447520184544406,9683.576082274018
Minnesota,2001,1315100000,167238,260.1,1.447520184544406,11382.782589449456
Mississippi,2001,791445655,102490,260.1,1.447520184544406,11178.00332307999
Missouri,2001,1007745089,156588,260.1,1.447520184544406,9315.728901339813
Montana,2001,141721881,33660,260.1,1.447520184544406,6094.631115243623
Nebraska,2001,489500000,65725,260.1,1.447520184544406,10780.694261460429
Nevada,2001,316589859,48107,260.1,1.447520184544406,9526.060887699658
New Hampshire,2001,107600000,26506,260.1,1.447520184544406,5876.147734738478
New Jersey,2001,1664194000,178671,260.1,1.447520184544406,13482.626760905201
New Mexico,2001,473132550,66847,260.1,1.447520184544406,10245.320150342803
New York,2001,3245511305,451855,260.1,1.447520184544406,10397.014801550398
North Carolina,2001,2398489000,268589,260.1,1.447520184544406,12926.297204679744
North Dakota,2001,185659323,31922,260.1,1.447520184544406,8418.821423825244
Ohio,2001,2172147806,337379,260.1,1.447520184544406,9319.571736826674
Oklahoma,2001,837480903,121111,260.1,1.447520184544406,10009.58221187981
Oregon,2001,656966255,111006.34,260.1,1.447520184544406,8566.825234279837
Pennsylvania,2001,2005365000,288334,260.1,1.447520184544406,10067.513074694252
Rhode Island,2001,169006383,25622,260.1,1.447520184544406,9548.050531158478
South Carolina,2001,863809806,132404.25,260.1,1.447520184544406,9443.67065099789
South Dakota,2001,136041582,22064,260.1,1.447520184544406,8925.078674870963
Tennessee,2001,1045546400,159838,260.1,1.447520184544406,9468.64649130832
Texas,2001,4697588163,667534,260.1,1.447520184544406,10186.527854190763
Utah,2001,554027666,91953,260.1,1.447520184544406,8721.479770437358
Vermont,2001,66777192,15914,260.1,1.447520184544406,6073.980978207694
Virginia,2001,1629776000,236014,260.1,1.447520184544406,9995.736084664653
Washington,2001,1314500000,204663,260.1,1.447520184544406,9297.065334640954
West Virginia,2001,409438327,62902,260.1,1.447520184544406,9422.120801541967
Wisconsin,2001,1170100000,196523,260.1,1.447520184544406,8618.550337290848
Wyoming,2001,150332680,20198,260.1,1.447520184544406,10773.818630391877
U.S.,2001,62002574144,8650554.1,260.1,1.447520184544406,10375.055346703293
Alabama,2000,1100327594,166806,252.9,1.4887307236061684,9820.3391677724685
Alaska,2000,174974100,15968,252.9,1.4887307236061684,16313.208824232093
Arizona,2000,868451000,180669,252.9,1.4887307236061684,7156.123549953232
Arkansas,2000,606628341,86263,252.9,1.4887307236061684,10469.219121256385
California,2000,7892428000,1433493,252.9,1.4887307236061684,8196.552091603924
Colorado,2000,682822105,141727,252.9,1.4887307236061684,7172.509447536017
Connecticut,2000,694849729,58885,252.9,1.4887307236061684,17567.19266114834
Delaware,2000,174400000,28960,252.9,1.4887307236061684,8965.284468125545
Florida,2000,2672393298,404417,252.9,1.4887307236061684,9837.553832533782
Georgia,2000,1912728263,172909,252.9,1.4887307236061684,16468.415935769448
Hawaii,2000,341986000,32484,252.9,1.4887307236061684,15673.10261184519
Idaho,2000,291000000,38853,252.9,1.4887307236061684,11150.24941624572
Illinois,2000,2573964000,324174,252.9,1.4887307236061684,11820.62499847683
Indiana,2000,1226677000,187225,252.9,1.4887307236061684,9753.995128006643
Iowa,2000,824062403,103390,252.9,1.4887307236061684,11865.818913964871
Kansas,2000,650059000,99430,252.9,1.4887307236061684,9733.106763116788
Kentucky,2000,925506000,113568,252.9,1.4887307236061684,12132.19583933723
Louisiana,2000,986304352,170175,252.9,1.4887307236061684,8628.421281909054
Maine,2000,206100000,28910,252.9,1.4887307236061684,10613.192740755148
Maryland,2000,1048524466,167438,252.9,1.4887307236061684,9322.678167363152
Massachusetts,2000,1009800000,118949,252.9,1.4887307236061684,12638.360008890439
Michigan,2000,2084800000,327342,252.9,1.4887307236061684,9481.538612747952
Minnesota,2000,1288500000,161383,252.9,1.4887307236061684,11886.19332498806
Mississippi,2000,824275000,100634,252.9,1.4887307236061684,12193.925683173426
Missouri,2000,990075463,154631,252.9,1.4887307236061684,9532.084513821304
Montana,2000,138132534,33578,252.9,1.4887307236061684,6124.311969008686
Nebraska,2000,467500000,64860,252.9,1.4887307236061684,10730.52132725692
Nevada,2000,306211000,46809,252.9,1.4887307236061684,9738.847734541829
New Hampshire,2000,100700000,28862,252.9,1.4887307236061684,5194.206356702279
New Jersey,2000,1541663000,171563,252.9,1.4887307236061684,13377.715903469025
New Mexico,2000,519722817,67277,252.9,1.4887307236061684,11500.621689835252
New York,2000,3731719023,422431,252.9,1.4887307236061684,13151.318822259005
North Carolina,2000,2270323000,259308,252.9,1.4887307236061684,13034.305160695878
North Dakota,2000,184662551,30259,252.9,1.4887307236061684,9085.32381021154
Ohio,2000,2054083636,332947,252.9,1.4887307236061684,9184.577178259211
Oklahoma,2000,796311569,119115,252.9,1.4887307236061684,9952.512264058541
Oregon,2000,508427182,105870,252.9,1.4887307236061684,7149.439563237036
Pennsylvania,2000,1876807000,280594,252.9,1.4887307236061684,9957.662113869585
Rhode Island,2000,152100000,25402,252.9,1.4887307236061684,8914.09901033376
South Carolina,2000,803846644,128067,252.9,1.4887307236061684,9344.415001448539
South Dakota,2000,131830956,22056,252.9,1.4887307236061684,8898.294999980637
Tennessee,2000,984857800,160751,252.9,1.4887307236061684,9120.86435072366
Texas,2000,4634512716,654039,252.9,1.4887307236061684,10549.12852177419
Utah,2000,522519141,87640,252.9,1.4887307236061684,8875.973287072153
Vermont,2000,62502852,15571,252.9,1.4887307236061684,5975.847157241619
Virginia,2000,1480258000,233263,252.9,1.4887307236061684,9447.300101018247
Washington,2000,1238035000,198984,252.9,1.4887307236061684,9262.557499094211
West Virginia,2000,385729706,62959,252.9,1.4887307236061684,9120.978165628021
Wisconsin,2000,1074000000,191528,252.9,1.4887307236061684,8348.109922063744
Wyoming,2000,185850840,20419,252.9,1.4887307236061684,13550.215755718411
U.S.,2000,58203943081,8582835,252.9,1.4887307236061684,10095.731573507981
Alabama,1999,1042900000,172926,244.6,1.5392477514309075,9283.054485544646
Alaska,1999,168900000,16214,244.6,1.5392477514309075,16034.226299289521
Arizona,1999,795700000,176648,244.6,1.5392477514309075,6933.446378184713
Arkansas,1999,548420925,80603,244.6,1.5392477514309075,10473.005665346307
California,1999,7321200000,1194874,244.6,1.5392477514309075,9431.237634910427
Colorado,1999,644800000,139730,244.6,1.5392477514309075,7103.03406657589
Connecticut,1999,605000000,56661,244.6,1.5392477514309075,16435.37688384778
Delaware,1999,167700000,29654,244.6,1.5392477514309075,8704.790177209254
Florida,1999,2362400000,395610,244.6,1.5392477514309075,9191.67586254234
Georgia,1999,1558400000,173871,244.6,1.5392477514309075,13796.22648877574
Hawaii,1999,322258000,32625,244.6,1.5392477514309075,15204.13492354395
Idaho,1999,278000000,37937,244.6,1.5392477514309075,11279.512742119627
Illinois,1999,2180000000,342542,244.6,1.5392477514309075,9796.054492936279
Indiana,1999,1102200000,183359,244.6,1.5392477514309075,9252.662108907369
Iowa,1999,784986727,101566,244.6,1.5392477514309075,11896.589945826927
Kansas,1999,594200000,105020,244.6,1.5392477514309075,8709.017462390453
Kentucky,1999,880600000,114359,244.6,1.5392477514309075,11852.68820040449
Louisiana,1999,952118625,169864,244.6,1.5392477514309075,8627.76369699723
Maine,1999,192214809,27640,244.6,1.5392477514309075,10704.276864868718
Maryland,1999,901500000,164225,244.6,1.5392477514309075,8449.5773963462525
Massachusetts,1999,922800000,117299,244.6,1.5392477514309075,12109.377104838417
Michigan,1999,1802000000,325134,244.6,1.5392477514309075,8531.019358413749
Minnesota,1999,1267900000,154175,244.6,1.5392477514309075,12658.422079061118
Mississippi,1999,716326000,103507,244.6,1.5392477514309075,10652.450411967271
Missouri,1999,891200000,151121,244.6,1.5392477514309075,9077.345941829559
Montana,1999,130500000,33545,244.6,1.5392477514309075,5988.130319324294
Nebraska,1999,442000000,64583,244.6,1.5392477514309075,10534.46736962453
Nevada,1999,290629329,44199,244.6,1.5392477514309075,10121.281955771023
New Hampshire,1999,92000000,27018,244.6,1.5392477514309075,5241.349956756366
New Jersey,1999,1454112000,169192,244.6,1.5392477514309075,13228.986159680715
New Mexico,1999,508700000,72092,244.6,1.5392477514309075,10861.334560740479
New York,1999,4117605970,444092,244.6,1.5392477514309075,14271.852973260002
North Carolina,1999,2073000000,254045,244.6,1.5392477514309075,12560.218027185228
North Dakota,1999,175400000,29673,244.6,1.5392477514309075,9098.643736763428
Ohio,1999,1932087500,328875,244.6,1.5392477514309075,9042.831896443218
Oklahoma,1999,770600000,120495,244.6,1.5392477514309075,9843.929766817357
Oregon,1999,510100000,103875,244.6,1.5392477514309075,7558.799306906435
Pennsylvania,1999,1591700000,280175,244.6,1.5392477514309075,8744.608355322836
Rhode Island,1999,138100000,24785,244.6,1.5392477514309075,8576.563020883936
South Carolina,1999,754700000,130936,244.6,1.5392477514309075,8872.046480760875
South Dakota,1999,114100000,20476,244.6,1.5392477514309075,8577.269409956365
Tennessee,1999,956700000,159909,244.6,1.5392477514309075,9208.977129454559
Texas,1999,3961800000,644760,244.6,1.5392477514309075,9458.08012534737
Utah,1999,488600000,85196,244.6,1.5392477514309075,8827.602837564456
Vermont,1999,45469161,16049,244.6,1.5392477514309075,4360.913691114706
Virginia,1999,1296078000,229909,244.6,1.5392477514309075,8677.281651344958
Washington,1999,1128300000,199809,244.6,1.5392477514309075,8691.967018199846
West Virginia,1999,329700000,62337,244.6,1.5392477514309075,8141.071653219921
Wisconsin,1999,1032600000,188790,244.6,1.5392477514309075,8419.022342960725
Wyoming,1999,177835396,23548,244.6,1.5392477514309075,11624.457848557202
U.S.,1999,53516142442,8325527,244.6,1.5392477514309075,9894.220740513443
Alabama,1998,979000000,180335,239.5,1.572025052192067,8534.18652006562
Alaska,1998,167500000,16840,239.5,1.572025052192067,15636.23493124532
Arizona,1998,738000000,170930,239.5,1.572025052192067,6787.307602631166
Arkansas,1998,510000000,78940,239.5,1.572025052192067,10156.2297519376
California,1998,7171900000,1157374,239.5,1.572025052192067,9741.3683665058
Colorado,1998,617600000,137682,239.5,1.572025052192067,7051.631093634756
Connecticut,1998,565600000,55727,239.5,1.572025052192067,15955.23479677415
Delaware,1998,146900000,27401,239.5,1.572025052192067,8427.812129740325
Florida,1998,2268300000,403535,239.5,1.572025052192067,8836.468771946089
Georgia,1998,1754700000,222203,239.5,1.572025052192067,12414.019428546959
Hawaii,1998,351630000,29993,239.5,1.572025052192067,18430.00597146989
Idaho,1998,247600000,37252,239.5,1.572025052192067,10448.657868644792
Illinois,1998,2037200000,341197,239.5,1.572025052192067,9386.159422051422
Indiana,1998,1044900000,178920,239.5,1.572025052192067,9180.68956536715
Iowa,1998,704687593,96706,239.5,1.572025052192067,11455.199782484304
Kansas,1998,560600000,100435,239.5,1.572025052192067,8774.602919887218
Kentucky,1998,760000000,113583,239.5,1.572025052192067,10518.643103862116
Louisiana,1998,726000000,137610,239.5,1.572025052192067,8293.657349694358
Maine,1998,179655182,26913,239.5,1.572025052192067,10493.904316134407
Maryland,1998,839600000,161140,239.5,1.572025052192067,8190.8417141644495
Massachusetts,1998,858800000,114154,239.5,1.572025052192067,11826.612425517695
Michigan,1998,1749000000,320533,239.5,1.572025052192067,8577.812007761837
Minnesota,1998,1166600000,156973,239.5,1.572025052192067,11683.056486703224
Mississippi,1998,659002000,99503,239.5,1.572025052192067,10411.421298299312
Missouri,1998,816300000,148155,239.5,1.572025052192067,8661.496743980184
Montana,1998,127000000,33431,239.5,1.572025052192067,5971.917729903158
Nebraska,1998,415400000,64441,239.5,1.572025052192067,10133.59827874466
Nevada,1998,292527450,42013,239.5,1.572025052192067,10945.67109832343
New Hampshire,1998,89000000,27027,239.5,1.572025052192067,5176.683673552149
New Jersey,1998,1386422000,166289,239.5,1.572025052192067,13106.640348491059
New Mexico,1998,416600000,67591,239.5,1.572025052192067,9689.243194259814
New York,1998,2393800000,436396,239.5,1.572025052192067,8623.16237989663
North Carolina,1998,1948600000,241175,239.5,1.572025052192067,12701.349711626253
North Dakota,1998,174000000,29759,239.5,1.572025052192067,9191.584363769603
Ohio,1998,1862592400,322011,239.5,1.572025052192067,9092.987242120756
Oklahoma,1998,739000000,118153,239.5,1.572025052192067,9832.391167130225
Oregon,1998,491500000,102238,239.5,1.572025052192067,7557.369208634763
Pennsylvania,1998,1474500000,277287,239.5,1.572025052192067,8359.392757169295
Rhode Island,1998,129200000,24730,239.5,1.572025052192067,8212.925060380714
South Carolina,1998,722300000,127873,239.5,1.572025052192067,8879.69856966154
South Dakota,1998,108500000,20564,239.5,1.572025052192067,8294.335643009106
Tennessee,1998,896300000,158340,239.5,1.572025052192067,8898.61092762252
Texas,1998,3982800000,631994,239.5,1.572025052192067,9906.836738751577
Utah,1998,470800000,84598,239.5,1.572025052192067,8748.544818695773
Vermont,1998,43543544,15324,239.5,1.572025052192067,4466.950014958728
Virginia,1998,1100500000,223817,239.5,1.572025052192067,7729.5896644909435
Washington,1998,1093900000,195074,239.5,1.572025052192067,8815.312161502312
West Virginia,1998,316400000,62026,239.5,1.572025052192067,8019.035993189468
Wisconsin,1998,993800000,184019,239.5,1.572025052192067,8489.767343961636
Wyoming,1998,183533312,21077,239.5,1.572025052192067,13688.806014887456
U.S.,1998,49473593481,8191281,239.5,1.572025052192067,9494.696662719558
Alabama,1997,969000000,180996,236.3,1.5933135844265762,8530.138032383878
Alaska,1997,170300000,17216,236.3,1.5933135844265762,15760.995784610011
Arizona,1997,694000000,164930,236.3,1.5933135844265762,6704.4177990180315
Arkansas,1997,482000000,75019,236.3,1.5933135844265762,10237.101903432593
California,1997,5934700000,1143849,236.3,1.5933135844265762,8266.683915006615
Colorado,1997,585000000,136086,236.3,1.5933135844265762,6849.260371305991
Connecticut,1997,528800000,56659,236.3,1.5933135844265762,14870.439355526458
Delaware,1997,158300000,27225,236.3,1.5933135844265762,9264.335736078127
Florida,1997,2109700000,402441,236.3,1.5933135844265762,8352.562659035108
Georgia,1997,1644300000,217236,236.3,1.5933135844265762,12060.089151303739
Hawaii,1997,351127000,30633,236.3,1.5933135844265762,18263.1612626563
Idaho,1997,240800000,37183,236.3,1.5933135844265762,10318.42269666029
Illinois,1997,1918400000,338802,236.3,1.5933135844265762,9021.826259478823
Indiana,1997,990600000,174731,236.3,1.5933135844265762,9032.950287773585
Iowa,1997,670600000,95023,236.3,1.5933135844265762,11244.394406790589
Kansas,1997,525500000,100292,236.3,1.5933135844265762,8348.485309059204
Kentucky,1997,699500000,114390,236.3,1.5933135844265762,9743.184302005333
Louisiana,1997,645900000,136135,236.3,1.5933135844265762,7559.563992956445
Maine,1997,175200000,27154,236.3,1.5933135844265762,10280.199601956843
Maryland,1997,807100000,157929,236.3,1.5933135844265762,8142.667869679981
Massachusetts,1997,799200000,114327,236.3,1.5933135844265762,11138.018286788945
Michigan,1997,1696500000,311327,236.3,1.5933135844265762,8682.370934675395
Minnesota,1997,1079600000,156851,236.3,1.5933135844265762,10966.722212462348
Mississippi,1997,603400000,96350,236.3,1.5933135844265762,9978.260683373079
Missouri,1997,749200000,146221,236.3,1.5933135844265762,8163.742126318319
Montana,1997,125700000,33105,236.3,1.5933135844265762,6049.826840731631
Nebraska,1997,401800000,64423,236.3,1.5933135844265762,9937.342225953438
Nevada,1997,237600000,39601,236.3,1.5933135844265762,9559.64010150639
New Hampshire,1997,89000000,27863,236.3,1.5933135844265762,5089.362560168154
New Jersey,1997,1348217000,164684,236.3,1.5933135844265762,13043.96578207261
New Mexico,1997,418200000,62808,236.3,1.5933135844265762,10608.899200853302
New York,1997,2350000000,425953,236.3,1.5933135844265762,8790.375753668724
North Carolina,1997,1788100000,239115,236.3,1.5933135844265762,11914.785857487655
North Dakota,1997,154300000,30917,236.3,1.5933135844265762,7951.880391920972
Ohio,1997,1770184400,322933,236.3,1.5933135844265762,8733.882419758922
Oklahoma,1997,731000000,117625,236.3,1.5933135844265762,9901.910565065482
Oregon,1997,477000000,99039,236.3,1.5933135844265762,7673.851510732912
Pennsylvania,1997,1407500000,272803,236.3,1.5933135844265762,8220.543286109047
Rhode Island,1997,123700000,24774,236.3,1.5933135844265762,7955.634552093626
South Carolina,1997,687900000,125382,236.3,1.5933135844265762,8741.60896083203
South Dakota,1997,108800000,21375,236.3,1.5933135844265762,8110.05932096428
Tennessee,1997,902000000,155466,236.3,1.5933135844265762,9244.2646826494
Texas,1997,3664000000,628214,236.3,1.5933135844265762,9292.853985009846
Utah,1997,463100000,81318,236.3,1.5933135844265762,9073.803105683213
